"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_PG0001","ACCT_PP0037","ACCT_PP0038","ACCT_PP0039","ACCT_PP0040","ACCT_PP0041","ACCT_PP0042","ACCT_PP0043","ACCT_PP0044","ACCT_PP0045","ACCT_PP0046","ACCT_PP0047","ACCT_PP0048","ACCT_PR0001","ACCT_PR0002","ACCT_PR0003","ACCT_PR0004","BoardAsianAmerican","BoardBlackAmerican","BoardHispanicAmerican","BoardMinorityStatus","BoardNativeAmerican","CurMemAsianAmerican","CurMemBlackAmerican","CurMemHispanicAmerican","CurMemMinorityStatus","CurMemNativeAmerican","EligibleMinorityStatus","FOMAsianAmerican","FOMBlackAmerican","FOMHispanicAmerican","FOMMinorityStatus","FOMNativeAmerican","MemberMinorityStatus"
24140,3/31/2026 0:00:00,14268,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24150,3/31/2026 0:00:00,14278,"549300VW4CUMQW09U139","1","0","1","0","1","0","0","1","0","0","0","0","1","1","1","Jan 31 2024  5:00AM","","","","","","","","","","","","","","","","",""
24165,3/31/2026 0:00:00,14293,"549300V5YF1VXZAU5G02","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","Feb 26 2026  5:00AM","","","","","","","","","","","","","","","","",""
24167,3/31/2026 0:00:00,14295,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","1","1","","","1","","1","","","","1","1","1","",""
24171,3/31/2026 0:00:00,14299,"254900PEMVJN4DS4MS43","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","Jan 28 2025  5:00AM","","","","","","","","","","","","","","","","",""
24181,3/31/2026 0:00:00,14308,"254900YY8IQK41QDLZ95","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  3 2025  5:00AM","","","","","","","","","","","","","","","","",""
24187,3/31/2026 0:00:00,14314,"","1","1","0","0","1","0","0","0","0","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
24189,3/31/2026 0:00:00,14316,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24192,3/31/2026 0:00:00,14319,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24197,3/31/2026 0:00:00,14324,"549300U4EQSH700I1044","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24199,3/31/2026 0:00:00,14326,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24200,3/31/2026 0:00:00,14327,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24202,3/31/2026 0:00:00,14329,"549300Y4CEEGC4KCFI45","1","0","0","0","0","1","1","0","0","0","1","0","1","1","1","Feb 25 2025  6:00AM","","","","","","","","","","","","","","","","",""
24204,3/31/2026 0:00:00,14331,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24212,3/31/2026 0:00:00,14339,"5493001NJEVHTZW7FG34","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","Feb 21 2025  8:00AM","1","1","1","1","1","","","","","","","1","1","1","","1",""
24219,3/31/2026 0:00:00,14346,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24220,3/31/2026 0:00:00,14347,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24221,3/31/2026 0:00:00,14348,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24223,3/31/2026 0:00:00,14350,"549300LDC5KWHWDXTW48","1","1","0","0","1","0","0","0","1","0","0","0","1","1","1","Feb 11 2026  5:00AM","","","","","","","","","","","","1","1","1","","1",""
24224,3/31/2026 0:00:00,14351,"5493000FSTFO9AWR2J40","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Mar  3 2025  5:00AM","","","","","","","","","","","","","","","","",""
24226,3/31/2026 0:00:00,14353,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24232,3/31/2026 0:00:00,14359,"","1","0","0","0","0","0","0","0","1","0","0","0","1","1","","","","1","1","1","","","1","1","1","","","1","1","1","1","1",""
24234,3/31/2026 0:00:00,14361,"","1","1","0","0","0","0","0","0","1","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24235,3/31/2026 0:00:00,14362,"254900MHHOS58M9D0445","1","1","0","1","1","0","0","0","1","0","0","0","1","1","1","Feb 26 2026  8:00AM","","","","","","","","","","","","","","","","",""
24236,3/31/2026 0:00:00,14363,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24238,3/31/2026 0:00:00,14365,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","1","1","","1","","","1","1","","1","",""
24239,3/31/2026 0:00:00,14366,"549300VWMFYNEEG33W94","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 13 2026  5:00AM","","","","","","","","","","","","","","","","",""
24246,3/31/2026 0:00:00,14373,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24250,3/31/2026 0:00:00,14377,"5493007ISPBRCRINID86","1","0","0","0","1","0","0","1","0","0","0","0","1","1","1","Feb 10 2026  5:00AM","","","","","","","","","","","","","","","","",""
24254,3/31/2026 0:00:00,14381,"54930088NZQ6CDL0WA10","1","0","1","0","0","0","0","0","1","0","0","0","1","1","1","Feb 13 2026  5:00AM","","","","","","","","","","","","","","","","",""
24257,3/31/2026 0:00:00,14384,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24262,3/31/2026 0:00:00,14389,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24266,3/31/2026 0:00:00,14393,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24270,3/31/2026 0:00:00,14397,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","1","1","","","","","","1","",""
24274,3/31/2026 0:00:00,14401,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24279,3/31/2026 0:00:00,14406,"549300MYAXFDGEI4NZ65","1","1","0","0","1","0","0","1","0","0","1","0","1","1","1","Feb 26 2025  5:00AM","","","","","","","","","","","","","","","","",""
24281,3/31/2026 0:00:00,14408,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","","","","","","","1","","",""
24284,3/31/2026 0:00:00,14411,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24286,3/31/2026 0:00:00,14413,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24290,3/31/2026 0:00:00,14417,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","1","","","1","","","","","","1","",""
24292,3/31/2026 0:00:00,14419,"5493009D2COWW65B8673","1","0","0","0","0","0","0","0","1","0","0","1","1","1","1","Feb 27 2025  8:00AM","","","","","","","","","","","","","","","","",""
24299,3/31/2026 0:00:00,14425,"549300MD3D3OC2CSGX39","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb  4 2026  8:00AM","1","","1","1","","","","","","","","1","","1","1","",""
24304,3/31/2026 0:00:00,14430,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
24312,3/31/2026 0:00:00,14438,"549300T2FOBK6WY4B349","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2026  5:00AM","","","","","","","","","","","","","","","","",""
24313,3/31/2026 0:00:00,14439,"549300GBD8RBYHSIS855","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 28 2025  5:00AM","","","","","","","","","","","","","","","","",""
24324,3/31/2026 0:00:00,14450,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24326,3/31/2026 0:00:00,14451,"549300VVH8HHFMWL8536","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Mar  1 2026  8:00AM","","","","","","","","","","","","","","","","",""
24327,3/31/2026 0:00:00,14452,"549300FX2QBKG7ZTBX37","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2025  6:00AM","","","","","","","","","","","","","","","","",""
24358,3/31/2026 0:00:00,14482,"254900TFUMB07CBEN720","1","1","0","0","1","0","0","0","0","0","1","0","1","1","1","Feb 25 2026  6:00AM","","","","","","","","","","","","","","","","",""
24362,3/31/2026 0:00:00,14486,"549300NL3JN3ABDPH257","1","1","0","0","1","0","0","1","0","0","0","1","1","1","1","Jan 23 2026  6:00AM","","","","","","","","","","","","","","","","",""
24373,3/31/2026 0:00:00,20416,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24381,3/31/2026 0:00:00,19155,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24382,3/31/2026 0:00:00,14993,"549300Q3R0EQU3D1IW91","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","Feb  4 2026  6:00AM","","","","","","","","","","","","","","","","",""
24384,3/31/2026 0:00:00,23829,"54930047YAX7UHRKN043","1","0","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb 19 2025  6:00AM","1","","","1","","1","","","1","","","1","","","1","",""
24387,3/31/2026 0:00:00,18159,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24390,3/31/2026 0:00:00,17946,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24396,3/31/2026 0:00:00,20397,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24402,3/31/2026 0:00:00,19743,"","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24404,3/31/2026 0:00:00,19930,"8945003G3S8KHQFLVZ06","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","1","","1","","","","","","","","","","","","",""
24405,3/31/2026 0:00:00,18829,"254900AX2RRO2WMRP742","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24410,3/31/2026 0:00:00,15138,"549300K80E72C24ZOJ37","1","1","1","1","1","0","0","0","1","0","1","1","1","1","1","Feb 24 2026  5:00AM","","","","","","","","","","","","","","","","",""
24414,3/31/2026 0:00:00,15240,"549300CMT3RKMW1QLO34","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 26 2026  6:00AM","","","","","","","","","","","","","","","","",""
24421,3/31/2026 0:00:00,14633,"5493006JU3IPG0E80D85","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 27 2025  6:00AM","","","","","","","","","","","","","","","","",""
24422,3/31/2026 0:00:00,15042,"","1","0","1","0","0","0","0","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","",""
24428,3/31/2026 0:00:00,15031,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24429,3/31/2026 0:00:00,17533,"","1","0","0","0","0","0","0","0","0","0","1","0","","","","","","1","","1","","","","","","","","","1","","","",""
24430,3/31/2026 0:00:00,17939,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","1","","","",""
24431,3/31/2026 0:00:00,17532,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24432,3/31/2026 0:00:00,17980,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24433,3/31/2026 0:00:00,18992,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","1","1","",""
24434,3/31/2026 0:00:00,17976,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24435,3/31/2026 0:00:00,17679,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24437,3/31/2026 0:00:00,17388,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24438,3/31/2026 0:00:00,15178,"549300TQWW6MLVH6KY61","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 23 2026  5:00AM","","","","","","","","","","","","","","","","",""
24439,3/31/2026 0:00:00,17583,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24443,3/31/2026 0:00:00,24321,"5493001YS08XHF42M037","1","1","1","1","1","0","0","1","1","0","1","0","1","1","1","Jan 30 2026  5:00AM","","","","","","","","","","","","","","","","",""
24445,3/31/2026 0:00:00,22968,"54930076PACNHY6U9F09","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
24451,3/31/2026 0:00:00,21052,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24454,3/31/2026 0:00:00,16866,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24463,3/31/2026 0:00:00,25755,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24464,3/31/2026 0:00:00,23943,"549300ZPDWAT9R7KRW05","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 16 2026  5:00AM","","","","","","","","","","","","","","","","",""
24465,3/31/2026 0:00:00,22862,"5493005O0QVSV3RWRR20","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jan 29 2026  6:00AM","","","","","","","","","","","","","","","","",""
24470,3/31/2026 0:00:00,22708,"549300L8D4DNZNL31066","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","Feb 10 2026  6:00AM","","","","","","","","","","","","","","","","",""
24481,3/31/2026 0:00:00,22680,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
24482,3/31/2026 0:00:00,25793,"254900NRU0TO5WZHHH62","1","0","0","0","0","0","0","0","1","0","1","1","1","1","1","Mar  2 2026  6:00AM","","","","","","","","","","","","","","","","",""
24483,3/31/2026 0:00:00,25797,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24484,3/31/2026 0:00:00,15154,"2549008ZZU6HBDSPYF15","1","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
24486,3/31/2026 0:00:00,24119,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24490,3/31/2026 0:00:00,14595,"549300WETW159N5QFR97","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 26 2026  5:00AM","","","","","","","","","","","","","","","","",""
24491,3/31/2026 0:00:00,15122,"","1","1","0","0","1","0","0","0","0","0","1","0","1","","","","","","","","","","","","","","","","","","","",""
24492,3/31/2026 0:00:00,18655,"","1","0","0","0","0","0","0","0","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","",""
24495,3/31/2026 0:00:00,23964,"5493004C6NM2vnoh2n94","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2026  5:00AM","","","","","","","","","","","","","","","","",""
24501,3/31/2026 0:00:00,19908,"549300XPRW4X0ADUZ549","1","1","1","0","0","1","0","0","0","0","0","0","1","1","1","Feb  5 2026  5:00AM","","","","","","","","","","","","","","","","",""
24506,3/31/2026 0:00:00,26128,"","1","0","0","0","0","0","0","0","1","0","0","0","","","","","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
24508,3/31/2026 0:00:00,22482,"254900EL5N0NK8M96118","1","1","0","0","0","0","0","0","0","0","1","0","1","1","1","Feb 27 2025  5:00AM","1","1","1","1","1","","1","1","1","","","1","1","1","1","1",""
24511,3/31/2026 0:00:00,24283,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24516,3/31/2026 0:00:00,25237,"254900GPAJ6P5LU2KH48","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24520,3/31/2026 0:00:00,21898,"","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","1","1","1","1","1","","","","","","","1","1","1","","1",""
24523,3/31/2026 0:00:00,18531,"549300T04FOW0XMN1L26","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24524,3/31/2026 0:00:00,16602,"549300PZP3UHKYJ5ET63","1","1","1","1","1","0","0","0","0","0","1","0","1","1","1","Feb 26 2026  6:00AM","","","","","","","","","","","","","","","","",""
24526,3/31/2026 0:00:00,17014,"254900U5VN6O84EWQL12","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24530,3/31/2026 0:00:00,15762,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24532,3/31/2026 0:00:00,26195,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24534,3/31/2026 0:00:00,14923,"549300ERL4SV8MDO3P56","1","1","0","1","1","0","0","0","0","0","0","0","1","1","1","Feb  8 2026  6:00AM","","","","","","","","","","","","","","","","",""
24535,3/31/2026 0:00:00,26200,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24539,3/31/2026 0:00:00,17600,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","","1","1","1","","","1","1","1","1","",""
24540,3/31/2026 0:00:00,20076,"549300BJ4VS64HEPMV23","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 21 2025  6:00AM","","","","","","","","","","","","","","","","",""
24542,3/31/2026 0:00:00,21055,"5493001KJTIIGC8Y1R12","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2025  8:00AM","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1",""
24543,3/31/2026 0:00:00,20590,"549300TXFI7UH4GDK877","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 16 2024  5:00AM","","","","","","","","","","","","","","","","",""
24545,3/31/2026 0:00:00,17547,"","1","0","1","0","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","",""
24547,3/31/2026 0:00:00,14601,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24549,3/31/2026 0:00:00,26218,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","","","1","","1","","","1","","","1","","","1","",""
24552,3/31/2026 0:00:00,14909,"549300NW5S24035U1962","1","1","1","0","0","0","0","0","1","0","0","0","1","1","1","Mar  1 2025  8:00AM","","","","","","","","","","","","","","","","",""
24553,3/31/2026 0:00:00,21906,"5493002DRIX59V47NM65","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Jan 28 2026  8:00AM","","","","","","","","","","","","","","","","",""
24557,3/31/2026 0:00:00,20578,"549300LI67PLCC1Z3P80","1","1","0","0","1","0","0","1","0","0","0","0","1","1","1","Mar 26 2026  4:00AM","","","","","","","","","","","","","","","","",""
24560,3/31/2026 0:00:00,19820,"549300XLRD9QLLJRCB89","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Mar  2 2026  5:00AM","","","","","","","","","","","","","","","","",""
24563,3/31/2026 0:00:00,26241,"549300KUYF5QOROM7N37","1","0","0","0","1","0","0","0","0","0","0","0","1","1","1","Feb 24 2026  5:00AM","","","","","","","","","","","","","","","","",""
24564,3/31/2026 0:00:00,20584,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24566,3/31/2026 0:00:00,24274,"549300217ZPIHWEYT887","1","0","1","0","0","0","0","0","1","0","1","0","1","1","1","Feb 12 2026  5:00AM","","","","","","","","","","","","","","","","",""
24567,3/31/2026 0:00:00,15949,"549300U1HSN2YJRJ0U33","1","1","0","0","0","0","0","0","1","0","1","0","1","1","1","Feb 24 2026  6:00AM","","","","","","","","","","","","","","","","",""
24575,3/31/2026 0:00:00,24025,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24578,3/31/2026 0:00:00,26261,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24579,3/31/2026 0:00:00,18420,"","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
24583,3/31/2026 0:00:00,26273,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24589,3/31/2026 0:00:00,26285,"","1","0","1","0","0","0","0","1","1","0","0","0","","","","","","1","1","1","","","1","1","1","","","","","1","1","",""
24603,3/31/2026 0:00:00,26312,"","1","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24605,3/31/2026 0:00:00,26314,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24606,3/31/2026 0:00:00,22302,"","1","0","0","0","0","0","0","0","0","0","0","1","","","","","","","","","","","","","","","","","","","","",""
24612,3/31/2026 0:00:00,19226,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24613,3/31/2026 0:00:00,14772,"549300N72MT513L0FF81","1","1","0","0","0","0","0","1","1","0","0","0","1","1","1","Jan 12 2026  6:00AM","","","","","","","","","","","","","","","","",""
24614,3/31/2026 0:00:00,26326,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24615,3/31/2026 0:00:00,24277,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24623,3/31/2026 0:00:00,26339,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24626,3/31/2026 0:00:00,16653,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24627,3/31/2026 0:00:00,15237,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24629,3/31/2026 0:00:00,24004,"549300V4IWDO6EFUKC70","1","1","1","1","1","0","0","1","1","0","1","0","1","1","1","Feb  4 2025  5:00AM","","","","","","","","","","","","","","","","",""
24630,3/31/2026 0:00:00,18035,"","1","1","0","1","1","0","0","0","0","0","0","1","","","","","1","1","1","1","1","1","","","1","","","1","1","1","1","1",""
24631,3/31/2026 0:00:00,26345,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","1","","","1","","1","","","1","","","1","","","1","",""
24637,3/31/2026 0:00:00,17721,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24640,3/31/2026 0:00:00,26352,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24642,3/31/2026 0:00:00,26353,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
24648,3/31/2026 0:00:00,26358,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","1","1","","","","1","1","","","","","1","1",""
24649,3/31/2026 0:00:00,22367,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24657,3/31/2026 0:00:00,26365,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24661,3/31/2026 0:00:00,15666,"","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","","","","","","","","",""
24668,3/31/2026 0:00:00,17277,"254900TYS8TXJLPURN43","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Feb 25 2025  6:00AM","","","","","","","","","","","","","","","","",""
24670,3/31/2026 0:00:00,18085,"","1","0","0","0","0","0","0","0","0","0","0","1","1","","","","1","1","1","1","","1","1","1","1","","","1","1","1","1","",""
24673,3/31/2026 0:00:00,15977,"549300ZNV71J20M52A37","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","Jan 16 2026  6:00AM","","","","","","","","","","","","","","","","",""
24674,3/31/2026 0:00:00,17051,"","1","0","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24676,3/31/2026 0:00:00,17083,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","1","1","","","","1","1","","","","","1","1","",""
24682,3/31/2026 0:00:00,26372,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24683,3/31/2026 0:00:00,26373,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24688,3/31/2026 0:00:00,15617,"549300HS714PZ0BMPN11","1","1","1","0","1","0","0","1","1","0","0","0","1","1","1","Feb 19 2025  7:00AM","","","","","","","","","","","","","","","","",""
24690,3/31/2026 0:00:00,26380,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24692,3/31/2026 0:00:00,16757,"5493006S869XKIESMV41","1","1","1","1","1","1","1","0","1","0","1","0","1","1","1","Feb  9 2026  7:00AM","","","","","","","","","","","","","","","","",""
24693,3/31/2026 0:00:00,16634,"549300BDHZAV4ZQHQV19","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Jun  4 2025  6:00AM","","","","","","","","","","","","","","","","",""
24694,3/31/2026 0:00:00,14548,"05493007I0X1GRWIU8B3","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","Mar  2 2026  7:00AM","","","","","","","","","","","","","","","","",""
24695,3/31/2026 0:00:00,26382,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24698,3/31/2026 0:00:00,21255,"549300DBE56TS8LE1K36","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Feb 26 2026  7:00AM","","","","","","","","","","","","","","","","",""
24703,3/31/2026 0:00:00,219,"549300KEN9618A3NSC95","1","1","1","0","0","1","1","0","1","1","1","0","1","1","1","Feb  5 2025  5:00AM","","","","","","","","","","","","","","","","",""
24704,3/31/2026 0:00:00,26386,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","1","","1","","","1","","1","","","","1","","1","",""
24705,3/31/2026 0:00:00,14300,"","1","0","0","0","0","0","0","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","",""
24708,3/31/2026 0:00:00,21360,"254900FFZUXK3B729T97","1","1","0","0","0","0","0","1","0","0","0","0","1","1","1","Feb  7 2025  7:00AM","","","","","","","","","","","","","","","","",""
24709,3/31/2026 0:00:00,21342,"","1","1","1","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24710,3/31/2026 0:00:00,20413,"5493000KQ2PZ8G6VNI80","1","1","1","1","1","0","0","0","1","0","1","0","1","1","1","Feb 12 2026  7:00AM","","","","","","","","","","","","","","","","",""
24712,3/31/2026 0:00:00,15201,"","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",""
24713,3/31/2026 0:00:00,3797,"254900MRUZFHXLEPLR52","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","Jan 14 2025  8:00AM","","","","","","","","","","","","","","","","",""
