"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","SiteId","SiteName","SiteTypeName","SiteFunctionName","PhysicalAddressLine1","PhysicalAddressLine2","PhysicalAddressCity","PhysicalAddressStateCode","PhysicalAddressStateName","PhysicalAddressPostalCode","PhysicalAddressCountyName","PhysicalAddressCountry"
24985,3/31/2026 0:00:00,1775,"HERITAGE FINANCIAL",51819,"Heritage Financial CU","Branch Office","ATM","113 Atlantic Avenue,","","Dingmans Ferry","PA","Pennsylvania","18328","","United States"
24985,3/31/2026 0:00:00,1775,"HERITAGE FINANCIAL",51820,"Heritage Financial CU","Branch Office","ATM","1476 Route 9D","","Wappingers Falls","NY","New York","12590","Dutchess","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",42529,"Orangeburg","Corporate Office","ATM","1005 W Orangeburg Ave","","Modesto","CA","California","95350","Stanislaus","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",42544,"Fresno Branch","Branch Office","ATM","7685 N Fresno St","","Fresno","CA","California","93720","Fresno","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",45724,"Turlock","Branch Office","ATM","3001 Countryside Dr","","Turlock","CA","California","95380","Stanislaus","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",45729,"Sisk Road","Branch Office","ATM","3900 Sisk Rd Ste E2","","Modesto","CA","California","95356-3226","Stanislaus","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",45734,"Oakdale","Branch Office","ATM","126 W F St","","Oakdale","CA","California","95361-3842","Stanislaus","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",50429,"Ceres Branch","Branch Office","ATM","1501 Mitchell Rd","","Ceres","CA","California","95307","Stanislaus","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",50430,"J Street","Branch Office","ATM","1419 J St","","Modesto","CA","California","95354","Stanislaus","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",53274,"Tracy Branch","Branch Office","ATM","1003 n Central Ave","","Tracy","CA","California","95376-3914","San Joaquin","United States"
24986,3/31/2026 0:00:00,5526,"VALLEY FIRST",53275,"Clovis Commons","Branch Office","ATM","645 W Herndon Ave","Suite 100","Clovis","CA","California","93612","Fresno","United States"
24987,3/31/2026 0:00:00,4481,"HUDSON RIVER COMMUNITY",42019,"Corinth Branch","Branch Office","ATM","312 Palmer Ave","","Corinth","NY","New York","12822","Saratoga","United States"
24987,3/31/2026 0:00:00,4481,"HUDSON RIVER COMMUNITY",42041,"Glens Falls Branch","Branch Office","ATM","160 Broad St","","Glens Falls","NY","New York","12801-4141","Warren","United States"
24987,3/31/2026 0:00:00,4481,"HUDSON RIVER COMMUNITY",42046,"Cohoes Branch","Branch Office","ATM","35 Niver St","","Cohoes","NY","New York","12047","Albany","United States"
24987,3/31/2026 0:00:00,4481,"HUDSON RIVER COMMUNITY",50107,"Hudson Falls","Branch Office","ATM","3762 Burgoyne Ave","","Hudson Falls","NY","New York","12839","Washington","United States"
60002,3/31/2026 0:00:00,14490,"MEMBERS",25047,"Members Credit Union - Main","Corporate Office","ATM","2098 Frontis Plaza Blvd Ste A","","Winston Salem","NC","North Carolina","27103-5779","Forsyth","United States"
60002,3/31/2026 0:00:00,14490,"MEMBERS",25643,"Members Credit Union - Morganton","Branch Office","ATM","121 Wamsutta Mill Rd","","Morganton","NC","North Carolina","28655","Burke","United States"
60002,3/31/2026 0:00:00,14490,"MEMBERS",25985,"Members Credit Union","Branch Office","ATM","180 War Eagle Dr","","Mocksville","NC","North Carolina","27028","Davie","United States"
60002,3/31/2026 0:00:00,14490,"MEMBERS",25986,"Museum Drive","Branch Office","ATM","5995 Museum Dr","","Winston Salem","NC","North Carolina","27105","Forsyth","United States"
60002,3/31/2026 0:00:00,14490,"MEMBERS",25989,"Members Credit Union - Statesville Branch","Branch Office","ATM","1913 W Front St","","Statesville","NC","North Carolina","28677-3646","Iredell","United States"
60013,3/31/2026 0:00:00,14499,"METCO",30310,"Main","Corporate Office","ATM","115 8th Ave SW","","Cedar Rapids","IA","Iowa","52404","Linn","United States"
60024,3/31/2026 0:00:00,14508,"PRIORITY ONE",32850,"Main Office","Corporate Office","ATM","1631 Huntington Dr","","South Pasadena","CA","California","91030-4746","Los Angeles","United States"
60024,3/31/2026 0:00:00,14508,"PRIORITY ONE",32911,"Los Angeles - LAPDC","Branch Office","ATM","7001 S Central Ave Rm 100","","Los Angeles","CA","California","90052-4200","Los Angeles","United States"
60024,3/31/2026 0:00:00,14508,"PRIORITY ONE",33410,"Van Nuys","Branch Office","ATM","15701 Sherman Way","","Van Nuys","CA","California","91406","Los Angeles","United States"
60037,3/31/2026 0:00:00,14519,"MIDWEST REGIONAL",27885,"Main Office","Corporate Office","ATM","7240 STATE AVE","","KANSAS CITY","KS","Kansas","66112","Wyandotte","United States"
60037,3/31/2026 0:00:00,14519,"MIDWEST REGIONAL",27903,"Lawrence Branch","Branch Office","ATM","1016 W 6th ST","","LAWRENCE","KS","Kansas","66044-2213","Douglas","United States"
60039,3/31/2026 0:00:00,14521,"PEOPLES CHOICE",21537,"Peoples Choice Credit Union","Corporate Office","ATM","402 W 12th St","","Coffeyville","KS","Kansas","67337","Montgomery","United States"
60041,3/31/2026 0:00:00,14523,"VICINITY",44905,"Pulaski Office","Corporate Office","ATM","4444 S Pulaski Rd","","Chicago","IL","Illinois","60632-4011","Cook","United States"
60041,3/31/2026 0:00:00,14523,"VICINITY",44937,"Hyde Park Office","Branch Office","ATM","1526 E 55th St","","Chicago","IL","Illinois","60615","Cook","United States"
60041,3/31/2026 0:00:00,14523,"VICINITY",44939,"Evergreen Park Branch","Branch Office","ATM","9148 S Western Ave","","Evergreen Park","IL","Illinois","60805","Cook","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26322,"CHEHALIS","Branch Office","ATM","1725 NW Louisiana Ave","","Chehalis","WA","Washington","98532","Lewis","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26328,"EVERETT","Branch Office","ATM","404 128TH ST SW","","Everett","WA","Washington","98204","Snohomish","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26335,"LACEY CREDIT UNION CENTER","Branch Office","ATM","4540 6th Ave SE","","Lacey","WA","Washington","98503-1018","Thurston","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26336,"LAKEWOOD","Branch Office","ATM","9540 Bridgeport Way SW","","Lakewood","WA","Washington","98499","Pierce","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26347,"MEDICAL LAKE","Branch Office","ATM","205 E Highway 902 Ste 205","","Medical Lake","WA","Washington","99022-8874","Spokane","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26351,"OLYMPIA MARTIN WAY","Branch Office","ATM","4245 Martin Way E","","Olympia","WA","Washington","98516-5353","Thurston","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26354,"OLYMPIA WESTSIDE","Branch Office","ATM","2006 Harrison Ave NW","","Olympia","WA","Washington","98502","Thurston","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26366,"PULLMAN CUB","Branch Office","ATM","1500 NE Terrell Mall","","Pullman","WA","Washington","99164","Whitman","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26372,"PULLMAN BISHOP","Branch Office","ATM","405 SE Bishop Blvd","","Pullman","WA","Washington","99163","Whitman","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26380,"SEATTLE UNIVERSITY","Branch Office","ATM","1121 NE 45th St","Suite 100","Seattle","WA","Washington","98105","King","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26386,"SPOKANE","Branch Office","ATM","2523 W Northwest Blvd","","Spokane","WA","Washington","99205","Spokane","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26388,"SPOKANE VALLEY","Branch Office","ATM","5211 E Sprague Ave","","Spokane Valley","WA","Washington","99212","Spokane","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26394,"TUMWATER TROSPER","Branch Office","ATM","575 Trosper Rd SW Ste 104","","Tumwater","WA","Washington","98512-6903","Thurston","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26396,"TUMWATER TOWN CENTER","Branch Office","ATM","100 71st Ave SW","","Tumwater","WA","Washington","98501","Thurston","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26398,"YAKIMA","Branch Office","ATM","1400 Lakeside Ct Ste 101","","Yakima","WA","Washington","98902-7303","Yakima","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",26417,"OLYMPIA - MAIN OFFICE/HQ2","Corporate Office","ATM","330 UNION AVE SE","","OLYMPIA","WA","Washington","98501","Thurston","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50931,"SEATTLE FAIRVIEW","Branch Office","ATM","1500 Fairview Ave E Ste 100","","Seattle","WA","Washington","98102","King","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50936,"PUYALLUP SOUTH HILL","Branch Office","ATM","17526 Meridian E Ste C106","","Puyallup","WA","Washington","98375","Pierce","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50937,"FEDERAL WAY DASH POINT","Branch Office","ATM","34024 Hoyt Rd SW Ste H","","Federal Way","WA","Washington","98023","King","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50938,"BELLEVUE","Branch Office","ATM","155 108th Ave NE Ste 100","Columbia West Building","Bellevue","WA","Washington","98004","King","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50940,"SPOKANE DIVISION","Branch Office","ATM","6301 N Division St","","Spokane","WA","Washington","99208","Spokane","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50941,"TACOMA JAMES","Branch Office","ATM","6909 S 19th St Ste 23-A","","Tacoma","WA","Washington","98466-5546","Pierce","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50942,"STATE HIGHWAY - UNION GAP","Branch Office","ATM","2632 Rudkin Rd","","Union Gap","WA","Washington","98903","Yakima","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50943,"ELLENSBURG","Branch Office","ATM","100 N MAIN ST","","ELLENSBURG","WA","Washington","98926","Kittitas","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50944,"HAWKS PRAIRIE","Branch Office","ATM","2390 Marvin Rd NE","Suite K","Lacey","WA","Washington","98516","","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50945,"FACTORIA","Branch Office","ATM","3711 FACTORIA BLVD SE","","BELLEVUE","WA","Washington","98006","King","United States"
60042,3/31/2026 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",50946,"HILLTOP","Branch Office","ATM","1120 Martin Luther King Jr Way","Suite 101A","Tacoma","WA","Washington","98405","Pierce","United States"
60051,3/31/2026 0:00:00,14532,"TARRANT COUNTY'S CREDIT UNION",51752,"Lake Worth Branch","Branch Office","ATM","6713 Telephone Rd Ste 103","","Lake Worth","TX","Texas","76135","Tarrant","United States"
60051,3/31/2026 0:00:00,14532,"TARRANT COUNTY'S CREDIT UNION",51754,"Tarrant Count Corrections Center ATM","Other","ATM","100 N Lamar St","","Fort Worth","TX","Texas","76196-0216","Tarrant","United States"
60051,3/31/2026 0:00:00,14532,"TARRANT COUNTY'S CREDIT UNION",51755,"TC Justice Center ATM","Other","ATM","401 W Belknap St","","Fort Worth","TX","Texas","76196-0200","Tarrant","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34625,"Consumer Credit Union","Corporate Office","ATM","3634 E Andrew Johnson Hwy","","Greeneville","TN","Tennessee","37745","Greene","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34636,"Myers Street Service Center","Branch Office","ATM","1115 Myers St","","Greeneville","TN","Tennessee","37743-5215","Greene","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34644,"Mosheim Service Center","Branch Office","ATM","9175 W Andrew Johnson Hwy","","Mosheim","TN","Tennessee","37818","Greene","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34656,"Morristown East Service Center","Branch Office","ATM","4005 E Morris Blvd","","Morristown","TN","Tennessee","37813-1259","Hamblen","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34666,"Morristown West Service Center","Branch Office","ATM","4918 W Andrew Johnson Hwy","","Morristown","TN","Tennessee","37814","Hamblen","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34673,"Jefferson City Service Center","Branch Office","ATM","1075 N Chucky Pike","","Jefferson City","TN","Tennessee","37760","Jefferson","United States"
60056,3/31/2026 0:00:00,14535,"CONSUMER",34681,"Johnson City Service Center","Branch Office","ATM","1919 N Roan St","","Johnson City","TN","Tennessee","37601","Washington","United States"
60057,3/31/2026 0:00:00,14536,"WILDFIRE",29073,"Wildfire Credit Union","Corporate Office","ATM","6640 Bay Rd","","Saginaw","MI","Michigan","48604","Saginaw","United States"
60057,3/31/2026 0:00:00,14536,"WILDFIRE",29082,"Midland Branch","Branch Office","ATM","100 Joseph Dr","","Midland","MI","Michigan","48642","Midland","United States"
60057,3/31/2026 0:00:00,14536,"WILDFIRE",50934,"Saginaw West Branch","Branch Office","ATM","6673 State St","","Saginaw","MI","Michigan","48603","Saginaw","United States"
60057,3/31/2026 0:00:00,14536,"WILDFIRE",50935,"Bay City Branch","Branch Office","ATM","2936 Wilder Rd","","Bay City","MI","Michigan","48706","Bay","United States"
60059,3/31/2026 0:00:00,14538,"O BEE",22983,"TUMWATER","Branch Office","ATM","3900 CLEVELAND AVE SE","","TUMWATER","WA","Washington","98501-4023","Thurston","United States"
60059,3/31/2026 0:00:00,14538,"O BEE",23007,"LACEY","Branch Office","ATM","8665 Martin Way E","","LACEY","WA","Washington","98516","Thurston","United States"
60059,3/31/2026 0:00:00,14538,"O BEE",53114,"WEST OLYMPIA","Branch Office","ATM","410 Cooper Point Rd SW","# 105","Olympia","WA","Washington","98502-5008","Thurston","United States"
60059,3/31/2026 0:00:00,14538,"O BEE",53115,"YELM","Branch Office","ATM","1201 Yelm Ave E Ste 100","","Yelm","WA","Washington","98597-9427","Thurston","United States"
60059,3/31/2026 0:00:00,14538,"O BEE",53117,"TENINO","Branch Office","ATM","149 Sussex Ave W","","TENINO","WA","Washington","98589","Thurston","United States"
60059,3/31/2026 0:00:00,14538,"O BEE",53119,"Fern Hill","Branch Office","ATM","8002 Pacific Ave","","Tacoma","WA","Washington","98408-5825","Pierce","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",21990,"Avon 26","Branch Office","ATM","7607 E US Highway 36","","Avon","IN","Indiana","46123","Hendricks","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",21996,"Concord 24","Branch Office","ATM","4574 Elkhart Rd","","Elkhart","IN","Indiana","46517","Elkhart","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",22003,"Corporate 11","Corporate Office","ATM","110 S Main St","","South Bend","IN","Indiana","46601-1805","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",22008,"County Road 6 29","Branch Office","ATM","201 County Road 6 W","","Elkhart","IN","Indiana","46514","Elkhart","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",22016,"Crawfordsville 18","Branch Office","ATM","1570 S US Highway 231","","Crawfordsville","IN","Indiana","47933-9409","Montgomery","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",22026,"Emerson 21","Branch Office","ATM","4705 S Emerson Ave","","Indianapolis","IN","Indiana","46203","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",22048,"Greencastle 16","Branch Office","ATM","57 Putnam Plz","","Greencastle","IN","Indiana","46135","Putnam","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23488,"Huntington 15","Branch Office","ATM","313 Northpoint Ave","","Huntington","IN","Indiana","46750","Huntington","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23492,"Ireland Road 7","Branch Office","ATM","1930 E Ireland Rd","","South Bend","IN","Indiana","46614","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23495,"Jefferson 1","Other","ATM","823 E Jefferson Blvd","","South Bend","IN","Indiana","46617","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23499,"Lincolnway West 32","Branch Office","ATM","735 Lincoln Way W","","South Bend","IN","Indiana","46616","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23501,"Bittersweet 34","Branch Office","ATM","345 N Bittersweet Rd","","Mishawaka","IN","Indiana","46544-4220","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23506,"Martins Goshen 40","Branch Office","ATM","1527 Bashor Rd","","Goshen","IN","Indiana","46528","Elkhart","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23512,"Meijer 331 43","Branch Office","ATM","3610 Bremen Hwy","","Mishawaka","IN","Indiana","46544","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23519,"Meijer Carmel 27","Branch Office","ATM","1424 W Carmel Dr","","Carmel","IN","Indiana","46032","Hamilton","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23525,"Meijer Fisher 28","Branch Office","ATM","8375 E 96th St","","Indianapolis","IN","Indiana","46256","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23535,"Meijer Greenwood 36","Branch Office","ATM","150 Marlin Dr","","Greenwood","IN","Indiana","46142-1451","Johnson","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23537,"Meijer Noblesville 38","Branch Office","ATM","17000 Mercantile Blvd","","Noblesville","IN","Indiana","46060","Hamilton","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23541,"Meijer Pike Plaza 37","Branch Office","ATM","5349 W Pike Plaza Rd","","Indianapolis","IN","Indiana","46254-3011","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23544,"Meridian 8","Branch Office","ATM","2331 N Meridian St","","Indianapolis","IN","Indiana","46208","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23550,"Mishawaka 4","Branch Office","ATM","133 E McKinley Ave","","Mishawaka","IN","Indiana","46545","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23555,"Niles 35","Branch Office","ATM","1500 S 11th St","","Niles","MI","Michigan","49120","Berrien","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23561,"One North Capitol 33","Branch Office","ATM","1 N Capitol Ave Ste 101","","Indianapolis","IN","Indiana","46204","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23563,"Park 100 30","Branch Office","ATM","5130 W 71st St","","Indianapolis","IN","Indiana","46268","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23571,"Plymouth East 3","Branch Office","ATM","201 Plymouth Goshen Trl","","Plymouth","IN","Indiana","46563-1252","Marshall","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23574,"Plymouth West 17","Branch Office","ATM","1501 N Oak Dr","","Plymouth","IN","Indiana","46563","Marshall","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23576,"Portage 31","Branch Office","ATM","3915 Portage Rd","","South Bend","IN","Indiana","46628","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23580,"Rochester 10","Branch Office","ATM","1707 E State Road 14","","Rochester","IN","Indiana","46975","Fulton","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23582,"Shadeland 9","Branch Office","ATM","6710 N Shadeland Ave","","Indianapolis","IN","Indiana","46220-4373","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23592,"St. John 46","Branch Office","ATM","8615 Wicker Ave","","Saint John","IN","Indiana","46373","Lake","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23596,"University Park 13","Branch Office","ATM","346 W Cleveland Rd","","Granger","IN","Indiana","46530","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23605,"Walkerton 2","Branch Office","ATM","449 Liberty St","","Walkerton","IN","Indiana","46574","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23609,"Warsaw North 41","Branch Office","ATM","2890 Frontier Dr","","Warsaw","IN","Indiana","46582","Kosciusko","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23615,"Warsaw South 6","Branch Office","ATM","108 E Winona Ave","","Warsaw","IN","Indiana","46580","Kosciusko","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",23619,"Whiting 45","Branch Office","ATM","1703 Calumet Ave","","Whiting","IN","Indiana","46394-1428","Lake","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",51091,"Valparaiso South 48","Branch Office","ATM","302 Silhavy Rd","","Valparaiso","IN","Indiana","46383","Porter","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52183,"Chesterton 51","Branch Office","ATM","104 E 1100 N","","Chesterton","IN","Indiana","46304","Porter","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52184,"Granger 42","Branch Office","ATM","13050 State Road 23","","Granger","IN","Indiana","46530","St Joseph","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52185,"Allisonville 47","Branch Office","ATM","10998 Allisonville Rd","","Fishers","IN","Indiana","46038-2637","Hamilton","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52209,"Meijer Southport 50","Branch Office","ATM","5325 E Southport Rd","","Indianapolis","IN","Indiana","46237","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52849,"Post Rd 53","Branch Office","ATM","445 S Post Rd","","Indianapolis","IN","Indiana","46219","Marion","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52850,"New Albany 52","Branch Office","ATM","3308 Grant Line Rd","","New Albany","IN","Indiana","47150","Floyd","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52852,"Gary 54","Branch Office","ATM","3730 Grant St","","Gary","IN","Indiana","46408","Lake","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52854,"Meijer Plainfield 58","Branch Office","ATM","400 N Dan Jones Rd","","Plainfield","IN","Indiana","46168-1802","Hendricks","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52855,"SR19 57","Branch Office","ATM","2930 S Nappanee St","","Elkhart","IN","Indiana","46517","Elkhart","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52856,"Worthsville 62","Branch Office","ATM","18 Providence Dr","","Greenwood","IN","Indiana","46143","Johnson","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52859,"Hammond 59","Branch Office","ATM","1918 165th St Ste 100","","Hammond","IN","Indiana","46320-2842","Lake","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52860,"New Buffalo 66","Branch Office","ATM","45 N Whittaker St","","New Buffalo","MI","Michigan","49117-1173","Berrien","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52861,"Sawyer 67","Branch Office","ATM","6485 Sawyer Rd","","Sawyer","MI","Michigan","49125","Berrien","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52862,"Three Oaks 68","Branch Office","ATM","6701 US Highway 12","","Three Oaks","MI","Michigan","49128-9564","Berrien","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52863,"Carmel Drive 69","Branch Office","ATM","635 E Carmel Dr","","Carmel","IN","Indiana","46032-2815","Hamilton","United States"
60060,3/31/2026 0:00:00,14539,"EVERWISE",52868,"Westfield 72","Branch Office","ATM","45 W Tournament TRL","","Westfield","IN","Indiana","46074","Hamilton","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25030,"Great Bend","Branch Office","ATM","4708 10th St","","Great Bend","KS","Kansas","67530-3454","Barton","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25036,"Bel Aire","Branch Office","ATM","3934 N Woodlawn Blvd","","Wichita","KS","Kansas","67220","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25049,"West Douglas","Branch Office","ATM","711 W Douglas Ave","","Wichita","KS","Kansas","67213-4703","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25078,"Ridge Road","Branch Office","ATM","212 S Ridge Rd","","Wichita","KS","Kansas","67209-2113","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25085,"South Broadway","Branch Office","ATM","5055 S Broadway Ave","","Wichita","KS","Kansas","67216-3718","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25091,"Harry Street","Branch Office","ATM","10222 E Harry St","","Wichita","KS","Kansas","67207-5014","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",25100,"Derby","Branch Office","ATM","1100 N Rock Rd","","Derby","KS","Kansas","67037-3583","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",50068,"Woodlawn","Branch Office","ATM","501 N Woodlawn St","","Wichita","KS","Kansas","67208","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53104,"Maize","Branch Office","ATM","1401 N Maize Rd","","Wichita","KS","Kansas","67212","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53105,"Goddard","Branch Office","ATM","19991 W Kellogg Dr","","Goddard","KS","Kansas","67052","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53106,"Salina","Branch Office","ATM","582 S Ohio St","","Salina","KS","Kansas","67401-3321","Saline","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53107,"Hutchinson","Branch Office","ATM","2616 N Main St","","Hutchinson","KS","Kansas","67502","Reno","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53108,"Pratt","Branch Office","ATM","120 W 2nd St","","Pratt","KS","Kansas","67124-2643","Pratt","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53110,"E 21st","Branch Office","ATM","12320 E 21st St N","","Wichita","KS","Kansas","67206-3596","Sedgwick","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53111,"Manhattan","Branch Office","ATM","1800 Claflin Rd","","Manhattan","KS","Kansas","66502-3469","Riley","United States"
60062,3/31/2026 0:00:00,14541,"CREDIT UNION OF AMERICA",53112,"Hays","Branch Office","ATM","2500 Vine St","","Hays","KS","Kansas","67601-2408","Ellis","United States"
60082,3/31/2026 0:00:00,14560,"PATRIOT EQUITY",53287,"Patriot Equity Credit Union","Corporate Office","ATM","1450 Union University Dr","","Jackson","TN","Tennessee","38305","Madison","United States"
60087,3/31/2026 0:00:00,14564,"ACHIEVA CREDIT UNION",42051,"St Pete","Branch Office","ATM","3629 11th Ave N","","Saint Petersburg","FL","Florida","33713","Pinellas","United States"
60087,3/31/2026 0:00:00,14564,"ACHIEVA CREDIT UNION",42179,"Eastlake Rd","Branch Office","ATM","3446 E Lake Rd","","Palm Harbor","FL","Florida","34685","Pinellas","United States"
